Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
95,1,303.93,2,1,1,211,Lost Customers
1,12,4098.32,4,4,4,444,Champions
265,2,299.6,1,2,1,121,Lost Customers
312,1,177.5,1,1,1,111,Lost Customers
70,1,443.05,2,1,2,212,Lost Customers
302,2,167.25,1,2,1,121,Lost Customers
19,1,163.07,3,1,1,311,Lost Customers
13,10,2126.93,4,4,4,444,Champions
36,5,2028.88,3,4,4,344,Loyal Customers
19,2,214.65,3,2,1,321,Lost Customers
54,1,151.83,2,1,1,211,Lost Customers
57,1,262.2,2,1,1,211,Lost Customers
22,2,126.25,3,2,1,321,Lost Customers
44,1,210.35,3,1,1,311,Lost Customers
27,3,1051.4,3,3,3,333,Loyal Customers
45,3,675.27,3,3,3,333,Loyal Customers
113,6,972.23,2,4,3,243,At Risk
17,51,34684.4,4,4,4,444,Champions
25,1,346.12,3,1,2,312,Lost Customers
191,1,133.56,1,1,1,111,Lost Customers
302,1,302.7,1,1,1,111,Lost Customers
2,10,1908.25,4,4,4,444,Champions
263,2,241.06,1,2,1,121,Lost Customers
106,1,284.55,2,1,1,211,Lost Customers
57,1,300.85,2,1,1,211,Lost Customers
213,3,642.81,1,3,2,132,At Risk
64,1,287.4,2,1,1,211,Lost Customers
28,1,184.26,3,1,1,311,Lost Customers
29,7,1522.25,3,4,3,343,Loyal Customers
6,5,798.35,4,4,3,443,Loyal Customers
8,5,3640.67,4,4,4,444,Champions
67,2,381.2,2,2,2,222,Lost Customers
2,3,616.79,4,3,2,432,Loyal Customers
46,4,654.67,3,3,2,332,Loyal Customers
34,1,230.51,3,1,1,311,Lost Customers
1,2,168472.5,4,2,4,424,Lost Customers
136,1,259.01,2,1,1,211,Lost Customers
198,1,188.89000000000001,1,1,1,111,Lost Customers
198,2,707.69,1,2,3,123,Lost Customers
150,1,311.92,1,1,2,112,Lost Customers
88,1,266.97,2,1,1,211,Lost Customers
64,1,5.9,2,1,1,211,Lost Customers
64,7,1841.18,2,4,4,244,At Risk
99,5,2158.37,2,4,4,244,At Risk
218,1,208.36,1,1,1,111,Lost Customers
3,18,3482.7400000000002,4,4,4,444,Champions
28,3,814.72,3,3,3,333,Loyal Customers
178,1,151.42,1,1,1,111,Lost Customers
74,3,136.0,2,3,1,231,At Risk
21,4,1422.4,3,3,3,333,Loyal Customers
20,3,1314.68,3,3,3,333,Loyal Customers
34,7,1603.46,3,4,3,343,Loyal Customers
74,1,74.9,2,1,1,211,Lost Customers
24,4,650.43,3,3,2,332,Loyal Customers
52,4,762.39,2,3,3,233,At Risk
275,1,223.95000000000002,1,1,1,111,Lost Customers
165,3,316.11,1,3,2,132,At Risk
7,7,1871.3400000000001,4,4,4,444,Champions
88,4,544.3,2,3,2,232,At Risk
64,7,2494.46,2,4,4,244,At Risk
25,3,331.0,3,3,2,332,Loyal Customers
10,2,300.83,4,2,1,421,Lost Customers
76,1,769.29,2,1,3,213,Lost Customers
16,1,220.62,4,1,1,411,Lost Customers
192,1,139.35,1,1,1,111,Lost Customers
174,2,404.3,1,2,2,122,Lost Customers
77,1,363.65,2,1,2,212,Lost Customers
33,3,498.8,3,3,2,332,Loyal Customers
47,1,731.5,3,1,3,313,Lost Customers
80,4,1351.63,2,3,3,233,At Risk
297,1,826.53,1,1,3,113,Lost Customers
3,3,684.41,4,3,3,433,Loyal Customers
9,3,1599.52,4,3,3,433,Loyal Customers
50,6,2965.69,3,4,4,344,Loyal Customers
161,2,100.97,1,2,1,121,Lost Customers
360,2,365.45,1,2,2,122,Lost Customers
5,6,400.86,4,4,2,442,Loyal Customers
107,4,1431.93,2,3,3,233,At Risk
25,1,484.38,3,1,2,312,Lost Customers
32,1,777.6,3,1,3,313,Lost Customers
20,2,90.30000000000001,3,2,1,321,Lost Customers
297,1,363.7,1,1,2,112,Lost Customers
372,1,248.1,1,1,1,111,Lost Customers
22,3,948.26,3,3,3,333,Loyal Customers
5,4,874.59,4,3,3,433,Loyal Customers
52,5,1627.13,2,4,3,243,At Risk
30,1,101.69999999999999,3,1,1,311,Lost Customers
277,1,162.7,1,1,1,111,Lost Customers
61,2,484.32,2,2,2,222,Lost Customers
25,2,212.98,3,2,1,321,Lost Customers
186,3,1046.57,1,3,3,133,At Risk
2,21,9418.470000000001,4,4,4,444,Champions
2,26,13027.45,4,4,4,444,Champions
172,1,290.36,1,1,1,111,Lost Customers
81,1,228.06,2,1,1,211,Lost Customers
4,1,244.41,4,1,1,411,Lost Customers
190,1,455.25,1,1,2,112,Lost Customers
22,7,1244.59,3,4,3,343,Loyal Customers
18,3,6748.8,4,3,4,434,Loyal Customers
19,3,1095.56,3,3,3,333,Loyal Customers
5,1,593.75,4,1,2,412,Lost Customers
110,1,548.97,2,1,2,212,Lost Customers
3,4,1388.81,4,3,3,433,Loyal Customers
54,1,119.62,2,1,1,211,Lost Customers
165,1,339.3,1,1,2,112,Lost Customers
291,2,787.15,1,2,3,123,Lost Customers
10,10,4154.64,4,4,4,444,Champions
109,5,2298.97,2,4,4,244,At Risk
96,3,922.12,2,3,3,233,At Risk
243,2,379.73,1,2,2,122,Lost Customers
163,12,5719.82,1,4,4,144,At Risk
42,3,837.1,3,3,3,333,Loyal Customers
35,2,285.89,3,2,1,321,Lost Customers
67,7,3313.79,2,4,4,244,At Risk
24,2,281.85,3,2,1,321,Lost Customers
1,20,8338.49,4,4,4,444,Champions
27,2,841.41,3,2,3,323,Lost Customers
6,2,511.12,4,2,2,422,Lost Customers
54,1,1077.74,2,1,3,213,Lost Customers
364,1,173.7,1,1,1,111,Lost Customers
15,5,614.66,4,4,2,442,Loyal Customers
194,2,865.6,1,2,3,123,Lost Customers
3,1,124.2,4,1,1,411,Lost Customers
15,10,3738.4,4,4,4,444,Champions
27,3,1421.69,3,3,3,333,Loyal Customers
127,3,1009.6,2,3,3,233,At Risk
85,2,663.61,2,2,2,222,Lost Customers
71,1,451.44,2,1,2,212,Lost Customers
183,1,105.84,1,1,1,111,Lost Customers
113,1,313.62,2,1,2,212,Lost Customers
374,1,233.45,1,1,1,111,Lost Customers
80,2,936.08,2,2,3,223,Lost Customers
249,1,463.95,1,2,2,122,Lost Customers
232,1,225.15,1,2,1,121,Lost Customers
71,3,459.24,2,3,2,232,At Risk
69,1,213.5,2,2,1,221,Lost Customers
4,16,4113.68,4,4,4,444,Champions
51,3,330.03,3,3,2,332,Loyal Customers
75,1,181.09,2,2,1,221,Lost Customers
61,1,360.16,2,2,2,222,Lost Customers
16,2,250.15,4,2,1,421,Lost Customers
4,1,90.04,4,2,1,421,Lost Customers
286,1,145.04999999999998,1,2,1,121,Lost Customers
4,6,813.52,4,4,3,443,Loyal Customers
41,1,243.63,3,2,1,321,Lost Customers
36,1,528.08,3,2,2,322,Lost Customers
75,2,482.47,2,2,2,222,Lost Customers
18,14,3347.71,4,4,4,444,Champions
15,7,5493.46,4,4,4,444,Champions
219,1,75.66,1,2,1,121,Lost Customers
186,1,129.49,1,2,1,121,Lost Customers
33,4,1187.66,3,3,3,333,Loyal Customers
70,1,618.59,2,2,2,222,Lost Customers
183,1,506.19,1,2,2,122,Lost Customers
15,2,500.42,4,2,2,422,Lost Customers
236,1,151.85,1,2,1,121,Lost Customers
31,5,2647.59,3,4,4,344,Loyal Customers
264,1,226.21,1,2,1,121,Lost Customers
4,2,178.96,4,2,1,421,Lost Customers
52,4,813.48,2,3,3,233,At Risk
246,1,129.45,1,2,1,121,Lost Customers
81,2,810.5699999999999,2,2,3,223,Lost Customers
275,1,333.08,1,2,2,122,Lost Customers
1,17,4413.1,4,4,4,444,Champions
79,1,322.8,2,2,2,222,Lost Customers
30,5,2188.05,3,4,4,344,Loyal Customers
74,2,417.73,2,2,2,222,Lost Customers
17,6,2883.1,4,4,4,444,Champions
223,2,217.9,1,2,1,121,Lost Customers
32,4,1154.47,3,3,3,333,Loyal Customers
23,10,1680.72,3,4,4,344,Loyal Customers
31,3,1257.51,3,3,3,333,Loyal Customers
106,1,231.10000000000002,2,2,1,221,Lost Customers
5,2,688.33,4,2,3,423,Lost Customers
246,1,487.51,1,2,2,122,Lost Customers
178,2,833.78,1,2,3,123,Lost Customers
170,2,214.06,1,2,1,121,Lost Customers
43,1,290.65999999999997,3,2,1,321,Lost Customers
72,1,518.42,2,2,2,222,Lost Customers
59,7,6773.97,2,4,4,244,At Risk
16,2,1212.66,4,2,3,423,Lost Customers
141,4,601.27,2,3,2,232,At Risk
18,6,3794.52,4,4,4,444,Champions
22,15,8625.8,3,4,4,344,Loyal Customers
10,4,933.62,4,3,3,433,Loyal Customers
368,1,123.24,1,2,1,121,Lost Customers
189,1,39.12,1,2,1,121,Lost Customers
16,4,1267.6499999999999,4,3,3,433,Loyal Customers
362,1,135.39999999999998,1,2,1,121,Lost Customers
19,1,118.98,3,2,1,321,Lost Customers
68,2,570.13,2,2,2,222,Lost Customers
15,6,306.71999999999997,4,4,2,442,Loyal Customers
24,2,1370.47,3,2,3,323,Lost Customers
17,11,4095.9,4,4,4,444,Champions
28,3,1692.27,3,3,4,334,Loyal Customers
2,20,8134.9400000000005,4,4,4,444,Champions
55,2,319.61,2,2,2,222,Lost Customers
34,4,1592.1200000000001,3,3,3,333,Loyal Customers
3,12,3109.99,4,4,4,444,Champions
366,1,129.75,1,2,1,121,Lost Customers
43,1,183.7,3,2,1,321,Lost Customers
73,6,1770.34,2,4,4,244,At Risk
5,5,1028.0,4,4,3,443,Loyal Customers
4,28,66653.56,4,4,4,444,Champions
61,2,324.24,2,2,2,222,Lost Customers
47,7,3062.83,3,4,4,344,Loyal Customers
1,4,1260.86,4,3,3,433,Loyal Customers
76,2,422.59999999999997,2,2,2,222,Lost Customers
72,2,225.57999999999998,2,2,1,221,Lost Customers
256,2,1126.0,1,2,3,123,Lost Customers
69,2,482.01,2,2,2,222,Lost Customers
135,4,657.9000000000001,2,3,2,232,At Risk
241,1,112.75,1,2,1,121,Lost Customers
227,2,1998.0,1,2,4,124,Lost Customers
9,13,5076.55,4,4,4,444,Champions
9,13,5398.3,4,4,4,444,Champions
1,20,14034.99,4,4,4,444,Champions
37,3,531.35,3,3,2,332,Loyal Customers
46,1,656.63,3,2,2,322,Lost Customers
85,5,3029.87,2,4,4,244,At Risk
19,10,2483.04,3,4,4,344,Loyal Customers
3,5,1651.03,4,4,4,444,Champions
9,11,3637.78,4,4,4,444,Champions
19,15,6923.13,3,4,4,344,Loyal Customers
317,2,1146.53,1,2,3,123,Lost Customers
78,1,301.71999999999997,2,2,1,221,Lost Customers
267,2,901.2,1,2,3,123,Lost Customers
24,6,3858.38,3,4,4,344,Loyal Customers
369,1,623.75,1,2,2,122,Lost Customers
15,7,1790.42,4,4,4,444,Champions
26,1,155.24,3,2,1,321,Lost Customers
262,1,292.47,1,2,1,121,Lost Customers
17,13,4730.81,4,4,4,444,Champions
91,2,589.15,2,2,2,222,Lost Customers
302,6,779.57,1,4,3,143,At Risk
26,5,1382.02,3,4,3,343,Loyal Customers
364,1,272.82,1,2,1,121,Lost Customers
46,4,1054.67,3,3,3,333,Loyal Customers
38,21,7236.6,3,4,4,344,Loyal Customers
52,3,743.11,2,3,3,233,At Risk
32,1,603.75,3,2,2,322,Lost Customers
52,3,650.51,2,3,2,232,At Risk
79,5,2300.56,2,4,4,244,At Risk
53,1,417.59999999999997,2,2,2,222,Lost Customers
298,1,3.75,1,2,1,121,Lost Customers
177,1,323.0,1,2,2,122,Lost Customers
29,7,2238.09,3,4,4,344,Loyal Customers
11,7,1304.76,4,4,3,443,Loyal Customers
87,17,7194.3,2,4,4,244,At Risk
5,18,6697.66,4,4,4,444,Champions
38,2,836.06,3,2,3,323,Lost Customers
18,5,1515.9,4,4,3,443,Loyal Customers
45,5,623.93,3,4,2,342,Loyal Customers
31,1,1764.72,3,2,4,324,Lost Customers
373,1,207.5,1,2,1,121,Lost Customers
58,1,223.92000000000002,2,2,1,221,Lost Customers
372,1,2002.4,1,2,4,124,Lost Customers
114,3,1496.83,2,3,3,233,At Risk
215,1,239.4,1,2,1,121,Lost Customers
319,1,106.83000000000001,1,2,1,121,Lost Customers
65,1,369.34000000000003,2,2,2,222,Lost Customers
8,3,789.79,4,3,3,433,Loyal Customers
97,1,316.62,2,2,2,222,Lost Customers
20,3,1501.38,3,3,3,333,Loyal Customers
199,1,611.85,1,2,2,122,Lost Customers
4,13,2799.25,4,4,4,444,Champions
294,1,34.0,1,2,1,121,Lost Customers
273,2,1145.6,1,2,3,123,Lost Customers
31,11,5580.6,3,4,4,344,Loyal Customers
48,3,478.09000000000003,3,3,2,332,Loyal Customers
260,1,380.39,1,2,2,122,Lost Customers
58,5,770.1,2,4,3,243,At Risk
33,5,2234.81,3,4,4,344,Loyal Customers
57,1,171.59,2,2,1,221,Lost Customers
68,4,661.52,2,3,2,232,At Risk
10,11,1695.66,4,4,4,444,Champions
60,1,388.28,2,2,2,222,Lost Customers
80,2,226.35,2,2,1,221,Lost Customers
74,2,245.94,2,2,1,221,Lost Customers
2,22,10629.720000000001,4,4,4,444,Champions
100,2,425.19,2,2,2,222,Lost Customers
372,1,311.25,1,2,2,122,Lost Customers
10,13,2279.9,4,4,4,444,Champions
20,1,107.6,3,2,1,321,Lost Customers
123,2,595.83,2,2,2,222,Lost Customers
8,1,80.8,4,2,1,421,Lost Customers
4,6,1545.6200000000001,4,4,3,443,Loyal Customers
29,7,1709.03,3,4,4,344,Loyal Customers
282,2,110.38000000000001,1,2,1,121,Lost Customers
57,1,243.84,2,2,1,221,Lost Customers
1,10,1220.69,4,4,3,443,Loyal Customers
365,1,414.88,1,2,2,122,Lost Customers
89,1,305.62,2,2,2,222,Lost Customers
11,1,1201.49,4,2,3,423,Lost Customers
163,4,1619.73,1,3,3,133,At Risk
65,1,332.3,2,2,2,222,Lost Customers
23,3,536.99,3,3,2,332,Loyal Customers
174,2,460.59,1,2,2,122,Lost Customers
103,4,775.54,2,3,3,233,At Risk
143,3,1121.59,2,3,3,233,At Risk
99,2,288.42,2,2,1,221,Lost Customers
23,5,914.69,3,4,3,343,Loyal Customers
192,1,309.54,1,2,2,122,Lost Customers
5,2,547.07,4,2,2,422,Lost Customers
361,1,479.35,1,2,2,122,Lost Customers
8,10,1692.98,4,4,4,444,Champions
14,21,6499.2,4,4,4,444,Champions
103,4,417.06,2,3,2,232,At Risk
3,9,1604.75,4,4,3,443,Loyal Customers
11,11,3349.57,4,4,4,444,Champions
96,1,497.61,2,2,2,222,Lost Customers
227,1,358.38,1,2,2,122,Lost Customers
16,2,460.64,4,2,2,422,Lost Customers
39,2,775.1800000000001,3,2,3,323,Lost Customers
51,1,341.7,3,2,2,322,Lost Customers
112,1,113.5,2,2,1,221,Lost Customers
157,1,197.22,1,2,1,121,Lost Customers
39,1,325.91,3,2,2,322,Lost Customers
184,3,199.15,1,3,1,131,At Risk
1,4,1106.53,4,3,3,433,Loyal Customers
228,1,413.46,1,2,2,122,Lost Customers
128,2,180.85,2,2,1,221,Lost Customers
40,2,251.87,3,2,1,321,Lost Customers
31,11,3170.98,3,4,4,344,Loyal Customers
197,2,588.85,1,2,2,122,Lost Customers
9,34,16594.35,4,4,4,444,Champions
37,6,1869.82,3,4,4,344,Loyal Customers
101,3,1264.19,2,3,3,233,At Risk
43,16,10196.57,3,4,4,344,Loyal Customers
50,1,214.32,3,2,1,321,Lost Customers
43,1,193.44,3,2,1,321,Lost Customers
53,1,281.42,2,2,1,221,Lost Customers
187,1,124.57,1,2,1,121,Lost Customers
334,1,332.41,1,2,2,122,Lost Customers
4,3,342.45,4,3,2,432,Loyal Customers
10,2,144.91000000000003,4,2,1,421,Lost Customers
24,2,328.4,3,2,2,322,Lost Customers
15,1,35.400000000000006,4,2,1,421,Lost Customers
369,1,375.69000000000005,1,2,2,122,Lost Customers
145,2,747.81,1,2,3,123,Lost Customers
60,2,173.76,2,2,1,221,Lost Customers
31,2,502.8,3,2,2,322,Lost Customers
141,3,207.73999999999998,2,3,1,231,At Risk
23,4,825.42,3,3,3,333,Loyal Customers
22,6,2812.34,3,4,4,344,Loyal Customers
77,3,680.02,2,3,3,233,At Risk
5,6,7123.62,4,4,4,444,Champions
67,5,2095.53,2,4,4,244,At Risk
12,6,853.72,4,4,3,443,Loyal Customers
84,1,13.3,2,2,1,221,Lost Customers
31,7,1519.08,3,4,3,343,Loyal Customers
67,1,432.0,2,2,2,222,Lost Customers
67,3,705.12,2,3,3,233,At Risk
187,2,276.73,1,2,1,121,Lost Customers
38,2,429.84000000000003,3,2,2,322,Lost Customers
15,3,471.51,4,3,2,432,Loyal Customers
35,1,194.88,3,2,1,321,Lost Customers
195,3,1578.67,1,3,3,133,At Risk
2,5,809.7,4,4,3,443,Loyal Customers
1,5,525.54,4,4,2,442,Loyal Customers
367,1,145.93,1,2,1,121,Lost Customers
65,1,219.14,2,2,1,221,Lost Customers
299,2,289.78,1,2,1,121,Lost Customers
26,3,508.81,3,3,2,332,Loyal Customers
8,6,1281.56,4,4,3,443,Loyal Customers
17,3,882.16,4,3,3,433,Loyal Customers
116,1,1706.88,2,2,4,224,Lost Customers
29,1,373.24,3,2,2,322,Lost Customers
4,15,3735.4700000000003,4,4,4,444,Champions
5,7,3102.43,4,4,4,444,Champions
82,4,579.77,2,3,2,232,At Risk
29,5,981.65,3,4,3,343,Loyal Customers
72,1,379.14,2,2,2,222,Lost Customers
4,8,1510.06,4,4,3,443,Loyal Customers
29,11,2575.38,3,4,4,344,Loyal Customers
290,1,113.44,1,2,1,121,Lost Customers
36,1,208.46,3,2,1,321,Lost Customers
9,6,621.6800000000001,4,4,2,442,Loyal Customers
24,2,576.26,3,2,2,322,Lost Customers
277,1,391.52,1,2,2,122,Lost Customers
50,6,1068.82,3,4,3,343,Loyal Customers
156,11,2596.45,1,4,4,144,At Risk
61,1,169.79,2,2,1,221,Lost Customers
12,19,7247.61,4,4,4,444,Champions
21,3,846.75,3,3,3,333,Loyal Customers
371,1,230.25,1,2,1,121,Lost Customers
116,3,543.05,2,3,2,232,At Risk
80,17,2839.65,2,4,4,244,At Risk
4,7,1295.39,4,4,3,443,Loyal Customers
26,3,380.55,3,3,2,332,Loyal Customers
5,21,4604.22,4,4,4,444,Champions
53,1,161.94,2,2,1,221,Lost Customers
1,2,563.23,4,2,2,422,Lost Customers
55,2,950.9300000000001,2,2,3,223,Lost Customers
26,1,262.68,3,2,1,321,Lost Customers
9,4,2736.38,4,3,4,434,Loyal Customers
52,3,3049.88,2,3,4,234,At Risk
13,9,1920.59,4,4,4,444,Champions
212,3,816.73,1,3,3,133,At Risk
22,19,4345.5,3,4,4,344,Loyal Customers
236,1,406.48,1,2,2,122,Lost Customers
139,3,435.02,2,3,2,232,At Risk
4,6,1286.27,4,4,3,443,Loyal Customers
57,3,1178.56,2,3,3,233,At Risk
135,3,1277.75,2,3,3,233,At Risk
109,2,167.61,2,2,1,221,Lost Customers
30,1,20.8,3,2,1,321,Lost Customers
1,9,2085.08,4,4,4,444,Champions
185,4,518.67,1,3,2,132,At Risk
18,1,308.74,4,2,2,422,Lost Customers
239,2,416.64,1,2,2,122,Lost Customers
87,1,117.35000000000001,2,2,1,221,Lost Customers
39,3,505.1,3,3,2,332,Loyal Customers
116,1,234.17,2,2,1,221,Lost Customers
187,1,110.55000000000001,1,2,1,121,Lost Customers
227,1,192.07,1,2,1,121,Lost Customers
8,7,2154.97,4,4,4,444,Champions
189,1,319.02,1,2,2,122,Lost Customers
4,2,439.43,4,2,2,422,Lost Customers
39,3,650.41,3,3,2,332,Loyal Customers
38,1,357.21,3,2,2,322,Lost Customers
267,1,251.51999999999998,1,2,1,121,Lost Customers
78,1,344.33,2,2,2,222,Lost Customers
4,6,1852.0,4,4,4,444,Champions
255,2,1078.96,1,2,3,123,Lost Customers
61,1,384.06,2,2,2,222,Lost Customers
13,7,1931.25,4,4,4,444,Champions
88,2,4481.35,2,2,4,224,Lost Customers
17,10,5464.12,4,4,4,444,Champions
30,2,1873.2,3,2,4,324,Lost Customers
3,7,1625.05,4,4,3,443,Loyal Customers
5,1,126.12,4,2,1,421,Lost Customers
7,6,1133.25,4,4,3,443,Loyal Customers
219,1,179.0,1,2,1,121,Lost Customers
11,5,1614.31,4,4,3,443,Loyal Customers
30,6,1456.96,3,4,3,343,Loyal Customers
288,3,702.0,1,3,3,133,At Risk
150,4,295.0,1,3,1,131,At Risk
23,2,484.82,3,2,2,322,Lost Customers
1,11,3989.57,4,4,4,444,Champions
86,3,1493.73,2,3,3,233,At Risk
46,2,1412.94,3,2,3,323,Lost Customers
5,4,781.78,4,3,3,433,Loyal Customers
51,6,889.9300000000001,3,4,3,343,Loyal Customers
18,1,195.36,4,2,1,421,Lost Customers
30,1,270.9,3,2,1,321,Lost Customers
8,3,586.33,4,3,2,432,Loyal Customers
29,3,1842.56,3,3,4,334,Loyal Customers
3,20,8694.26,4,4,4,444,Champions
41,2,920.1,3,2,3,323,Lost Customers
11,4,1272.61,4,3,3,433,Loyal Customers
31,1,71.0,3,2,1,321,Lost Customers
45,3,95.85,3,3,1,331,Loyal Customers
61,3,357.77,2,3,2,232,At Risk
185,2,154.82999999999998,1,2,1,121,Lost Customers
79,6,890.29,2,4,3,243,At Risk
111,2,716.0,2,2,3,223,Lost Customers
64,1,146.87,2,2,1,221,Lost Customers
12,2,380.35,4,2,2,422,Lost Customers
86,3,1030.14,2,3,3,233,At Risk
16,3,745.52,4,3,3,433,Loyal Customers
246,2,433.53000000000003,1,2,2,122,Lost Customers
88,1,1267.32,2,2,3,223,Lost Customers
30,1,112.4,3,2,1,321,Lost Customers
138,1,449.73,2,2,2,222,Lost Customers
27,3,1081.57,3,3,3,333,Loyal Customers
3,5,1044.3799999999999,4,4,3,443,Loyal Customers
32,4,1735.18,3,3,4,334,Loyal Customers
25,1,948.48,3,2,3,323,Lost Customers
113,3,339.44,2,3,2,232,At Risk
157,1,642.02,1,2,2,122,Lost Customers
85,3,1100.9,2,3,3,233,At Risk
118,3,925.35,2,3,3,233,At Risk
3,9,5659.9800000000005,4,4,4,444,Champions
96,6,3228.84,2,4,4,244,At Risk
194,1,247.14000000000001,1,2,1,121,Lost Customers
28,1,413.75,3,2,2,322,Lost Customers
131,1,498.48,2,2,2,222,Lost Customers
28,5,1356.33,3,4,3,343,Loyal Customers
82,3,1179.89,2,3,3,233,At Risk
30,5,3095.04,3,4,4,344,Loyal Customers
266,1,234.24,1,2,1,121,Lost Customers
74,11,5232.2300000000005,2,4,4,244,At Risk
314,4,533.33,1,3,2,132,At Risk
21,7,1461.14,3,4,3,343,Loyal Customers
59,3,859.35,2,3,3,233,At Risk
12,21,4545.89,4,4,4,444,Champions
28,9,2709.7000000000003,3,4,4,344,Loyal Customers
114,1,312.14,2,2,2,222,Lost Customers
28,9,2429.03,3,4,4,344,Loyal Customers
18,4,1444.84,4,3,3,433,Loyal Customers
18,4,834.12,4,3,3,433,Loyal Customers
36,3,841.0799999999999,3,3,3,333,Loyal Customers
36,2,375.86,3,2,2,322,Lost Customers
78,1,118.80000000000001,2,2,1,221,Lost Customers
22,2,287.62,3,2,1,321,Lost Customers
25,2,290.16,3,2,1,321,Lost Customers
33,2,2003.85,3,2,4,324,Lost Customers
109,3,1405.78,2,3,3,233,At Risk
35,2,2949.75,3,2,4,324,Lost Customers
123,5,1566.65,2,4,3,243,At Risk
7,6,2050.08,4,4,4,444,Champions
28,4,1991.01,3,3,4,334,Loyal Customers
4,7,2043.95,4,4,4,444,Champions
3,9,3827.76,4,4,4,444,Champions
50,4,1777.78,3,3,4,334,Loyal Customers
322,1,302.0,1,2,1,121,Lost Customers
23,3,1324.16,3,3,3,333,Loyal Customers
15,4,1022.13,4,3,3,433,Loyal Customers
2,8,954.42,4,4,3,443,Loyal Customers
18,2,971.74,4,2,3,423,Lost Customers
10,4,1621.73,4,3,3,433,Loyal Customers
262,1,25.5,1,2,1,121,Lost Customers
159,2,665.78,1,2,2,122,Lost Customers
33,6,10815.43,3,4,4,344,Loyal Customers
29,6,885.04,3,4,3,343,Loyal Customers
165,1,163.29999999999998,1,2,1,121,Lost Customers
47,1,248.61,3,2,1,321,Lost Customers
6,8,808.62,4,4,3,443,Loyal Customers
8,3,837.5,4,3,3,433,Loyal Customers
288,1,116.19999999999999,1,2,1,121,Lost Customers
318,1,157.02,1,2,1,121,Lost Customers
3,2,606.91,4,3,2,432,Loyal Customers
233,1,307.46,1,2,2,122,Lost Customers
119,1,138.32,2,2,1,221,Lost Customers
162,1,345.29999999999995,1,2,2,122,Lost Customers
185,1,298.89,1,2,1,121,Lost Customers
50,1,259.35,3,2,1,321,Lost Customers
152,5,1004.75,1,4,3,143,At Risk
335,1,157.09,1,2,1,121,Lost Customers
5,5,2463.17,4,4,4,444,Champions
16,7,4892.240000000001,4,4,4,444,Champions
107,2,425.0,2,3,2,232,At Risk
16,7,1139.73,4,4,3,443,Loyal Customers
276,1,380.5,1,2,2,122,Lost Customers
16,12,10668.47,4,4,4,444,Champions
247,1,465.32,1,2,2,122,Lost Customers
239,1,579.0,1,2,2,122,Lost Customers
1,2,984.57,4,3,3,433,Loyal Customers
106,3,749.78,2,3,3,233,At Risk
23,4,1714.59,3,3,4,334,Loyal Customers
52,1,124.88,2,2,1,221,Lost Customers
195,3,1689.5,1,3,4,134,At Risk
24,1,213.78,3,2,1,321,Lost Customers
75,1,329.34,2,2,2,222,Lost Customers
18,2,251.70000000000002,4,3,1,431,Loyal Customers
8,2,319.0,4,3,2,432,Loyal Customers
32,3,1266.97,3,3,3,333,Loyal Customers
22,3,1538.88,3,3,3,333,Loyal Customers
31,6,3518.03,3,4,4,344,Loyal Customers
29,10,1715.46,3,4,4,344,Loyal Customers
22,2,293.1,3,3,1,331,Loyal Customers
33,7,2467.35,3,4,4,344,Loyal Customers
284,1,158.68,1,2,1,121,Lost Customers
39,2,206.34,3,3,1,331,Loyal Customers
58,2,835.78,2,3,3,233,At Risk
289,1,224.91,1,2,1,121,Lost Customers
79,1,317.76,2,2,2,222,Lost Customers
5,8,3766.6,4,4,4,444,Champions
218,1,59.9,1,2,1,121,Lost Customers
44,4,1443.69,3,3,3,333,Loyal Customers
202,1,306.13,1,2,2,122,Lost Customers
178,3,711.79,1,3,3,133,At Risk
56,4,796.03,2,3,3,233,At Risk
57,2,239.92000000000002,2,3,1,231,At Risk
8,6,3347.31,4,4,4,444,Champions
47,2,144.0,3,3,1,331,Loyal Customers
227,1,203.95,1,2,1,121,Lost Customers
11,7,2474.23,4,4,4,444,Champions
106,2,384.40000000000003,2,3,2,232,At Risk
59,2,444.74,2,3,2,232,At Risk
28,7,2095.13,3,4,4,344,Loyal Customers
36,7,1699.3000000000002,3,4,4,344,Loyal Customers
361,1,226.78,1,2,1,121,Lost Customers
30,1,1013.01,3,2,3,323,Lost Customers
24,3,692.22,3,3,3,333,Loyal Customers
54,1,342.63,2,2,2,222,Lost Customers
36,6,3563.85,3,4,4,344,Loyal Customers
175,4,1564.56,1,3,3,133,At Risk
54,1,384.08,2,2,2,222,Lost Customers
53,1,204.24,2,2,1,221,Lost Customers
27,8,2317.2200000000003,3,4,4,344,Loyal Customers
253,1,226.85,1,2,1,121,Lost Customers
40,7,2781.23,3,4,4,344,Loyal Customers
60,6,1069.1200000000001,2,4,3,243,At Risk
234,1,113.5,1,2,1,121,Lost Customers
4,10,1960.72,4,4,4,444,Champions
32,1,114.23,3,2,1,321,Lost Customers
24,14,3198.25,3,4,4,344,Loyal Customers
7,2,335.13,4,3,2,432,Loyal Customers
65,1,354.15,2,2,2,222,Lost Customers
310,2,391.79,1,3,2,132,At Risk
309,1,393.49,1,2,2,122,Lost Customers
19,6,939.32,3,4,3,343,Loyal Customers
16,8,1906.09,4,4,4,444,Champions
96,2,318.76,2,3,2,232,At Risk
